mfs_name,status,mfs_transaction_status,created_by,debit_account_number,debit_account_title,credit_account_title,cbs_ft_trace_no,credit_account_number,debit_account_branch_oid,created_on
Tampflex,active,failure,nsherme9h,95-504-1500,tz1UuLV4VpA8dvq94D8MZTGRyVuYySNo1gDn,tz1XohenpyfaM4xWtJMGxLAD57wouvQ8mWoJ,7326069247,21-513-4072,Ogle,2024-01-22
Span,inactive,failure,tcharity9i,73-551-0371,tz1XPJDjEziuGhduZp49tdNE4fU2nfuWxc7P,tz1SDwYXtLFsjRDR5hbjnxtmLmyD3xKRR5UH,9877597268,15-843-1350,Qaisumah,2024-08-23
Lotlux,active,failure,rplott9j,89-142-3867,tz1duMPXu9eSin6AyC2BfmVnSugMyWH9F58P,tz1QCniFcuEjjDiqEBne1WRTgCarKF79VFdF,5828618393,01-567-4258,Habi,2024-07-02
Transcof,active,success,fwalcher9k,75-543-0820,tz1QS55tQvMxRih56RxHhuw6WqV38keQPiXR,tz1f6oM3GysKKzshQAH2eaK7M2kz6DdQhp7X,7816735588,33-428-0670,Gisborne,2024-06-21
Viva,inactive,success,livanikhin9l,02-974-1536,tz1P2KmVJuzMoD1W7RwcFW1bFS6MJbeVzzHw,tz1XuhiKUiMvVdimWmWqbB7SFUF8H9RZJds2,0543757218,50-589-7628,Lime Village,2024-03-29
Flexidy,active,success,bholdworth9m,87-980-2795,tz1hSQPhxqaVNPd7ERD8XrWALsHLbGffezrL,tz1QYSDCfaNmCpoE6hwLdNQ92dR3bNBGANV4,7936593241,01-698-8855,Apia,2023-12-24
Tempsoft,inactive,failure,wbrookson9n,82-682-4894,tz1fDZrZouEVQH8ZzY7qNNoSNLU55Xex173w,tz1cVBH7UyiznvPPdcFjaetYYy4iaxmhgNSN,0937414085,53-991-9842,Kaélé,2024-07-18
Gembucket,active,success,spassler9o,36-065-4629,tz1MoC5uZ2jhm7zcghx7EL92tV6RMnMrvVTk,tz1W9ypLhbRCayJiWSrLU7cTubWPb7qTerPw,0324208006,83-371-5112,Sumbe,2024-05-24
Tampflex,active,success,jcarnelley9p,03-005-1782,tz1isAhJkpqVwoUd6XKqcNcreUFBZvjV9KtR,tz1RPuG48XzoJufjwrN5S26BkTTTFgSVXWFv,7046160589,44-904-1371,Gage,2024-04-02
Bamity,active,failure,njanz9q,19-053-3526,tz1hUBWjnSvW6VJLFE3hyHYvfZEuQBk1iMy7,tz1fv8S9PzDpemoG9hTg5dNaHMmGC2toPiff,0362671680,55-826-8254,,2024-10-11
Toughjoyfax,inactive,success,spennigar9r,48-509-4710,tz1dSUHXuqymz1eLXHdoX453rR7JgxkEDGTD,tz1NUee8MJfkkt2QHQ1K43sCEvK55EQqBrFi,0998584843,38-260-7502,Stephens Island,2024-05-17
Solarbreeze,active,failure,aharsum9s,52-769-1172,tz1MWUdCsnPWfFyYdTqLUAwW69uhJyxFTmw6,tz1YpwqhCxTv3kPbMJp7JZdN4HcAKr73mvRG,3848993708,22-380-7367,Erfurt,2024-06-22
Lotlux,inactive,success,srawcliffe9t,76-963-0631,tz1TrXXMUA2HgonS96FxajF3bYQZv2C17921,tz1R4BYKtYyXY46H2uy9Vt7aaN9axMH31jDk,0059520515,03-244-4611,Jyväskylän Maalaiskunta,2023-12-01
Voltsillam,inactive,success,aamery9u,19-256-5035,tz1WypDUegTwJLaGTHUZkFkKHo71ukBCfccY,tz1LTJLW2BLfVkbe4eGP4LFqEndFHncjptqZ,6491617688,89-530-7389,Salina,2024-08-02
Trippledex,active,failure,dkuna9v,74-010-8324,tz1KxZwmKaevFgA4yZZJ7RdWLHeVTRmjVwao,tz1aJ1jJyxXVKNQwjVvKFSr4R2ShK3BypyGS,0141445181,48-427-9503,Camaxilo,2024-07-21
Fixflex,active,success,fcardenas9w,38-545-4057,tz1TtpDcBkdtmFdftm3LWAJmcsjsznGgHh5w,tz1Zb6KmmoJxJf9GCyf44hCJupHxH1NJ4Epv,6192465894,06-422-6493,Masuda,2024-06-22
Subin,active,failure,ffontaine9x,45-837-7829,tz1aF9Xb1vxHgr7vpSRJP6XUTaMzr3pi1DbG,tz1Ru1cH5YD9po7mxGn9M7AD5Z2BXnWQtk4m,5220902792,34-606-8220,Dakar,2024-07-16
Tempsoft,active,success,abridgeman9y,57-783-3371,tz1gsxpWm9bYWhMPkfibMTn4LjsqdaCY4goc,tz1aYdBkEy2GNSqxXMY2oJJmnYJCxhj1dPeZ,8935367982,83-253-6627,Zhengzhou,2024-02-14
Latlux,active,success,awindous9z,45-578-6714,tz1PoaoLncnSRkCxTpFuiRQ2ZnAPkvEHgiJf,tz1asoVgwjfgzkxcNoqaoNm7gNH2hebUjHRk,8286795733,06-070-7620,Tabriz,2024-04-20
Fintone,active,success,hstanbroa0,32-991-1977,tz1cqB8q4oczFWFGBu6XkNaZBRZzR2zaX7MZ,tz1doTgX2gAqWb1iLeGfowwfNTKxdR58fTcS,3806494622,03-046-6162,San Carlos de Bariloche,2024-07-24
Tres-Zap,inactive,success,gghelardia1,20-459-2913,tz1ibmWiVzmaDF28cXaboTTBU4G93HYCsKiC,tz1V6WSyFuwQAotFJVoPuc7vj7sWe6CVucXh,9424315864,84-617-6709,Elko,2024-09-12
Veribet,active,success,mdmitrievskia2,26-675-9816,tz1L7u2qUtvGsg88KPeD7vqxh9XHE4vHMvkg,tz1L7ysf7PhahpenFVt8yVaKBT3DimcyGuYy,1554762553,11-080-1082,Victoria,2024-07-09
It,inactive,success,gpethricka3,29-652-7154,tz1SigV1kJxr1GkPaQFgaRu9YZxTTwnJWcJf,tz1SdtwZDN4j2EA1GW5eKaEmuaChxNPnag2e,5596679089,60-165-6204,Coatesville,2024-03-07
Temp,inactive,success,dposnetta4,42-649-9976,tz1QoivA2v95nMB9nang22VHpePd2Rir1WGx,tz1XZEtc8Y12KBCsDbrCkGvujoH4aUmjG5FS,7405088252,86-035-1874,Fort Scott,2024-03-29
Treeflex,active,success,amanagha5,95-627-4736,tz1MoGBiFJovJtfeh8HUyqsNzaZcHsVuh1bq,tz1eA2JqnZSsnC1jYTqLUk5uB94beRQeAqZP,7416993369,15-674-5296,Kzyl-Yar,2024-08-26
Greenlam,active,failure,asnarya6,93-271-7770,tz1LJLk7YMNtPRHD37NTc6Htit6uwgzKsdr9,tz1Tqt6M7H1DvPYP1JRMig5KazxqHv8H2vwA,0960779574,73-428-6239,Brisbane,2024-01-01
Biodex,active,failure,cmacgormana7,44-095-4174,tz1fxh7Ly86UqozT5ynpGJeo92zobPgzxkWv,tz1StjCuJ2i1dbKcDQm7vBncvaiZngTq6tLZ,9676321605,93-346-9150,Yueyang,2024-04-19
Sonair,inactive,success,abumpasa8,29-286-0559,tz1R79yWcS4oruWXsUnAe57y22t4wDj9UQiH,tz1UCBMe62UgfvkMYU5Ew2eNXDLXjvuipRjm,0262763419,54-770-8990,Roanoke,2024-05-26
Viva,active,success,fstandbridgea9,60-813-8695,tz1b86svvwFqC2p4jc9s23yWVKADDXkkrhNX,tz1YAiPqAVtVBeaQvu3hh5qFHpPLTsNkQehX,6553035563,86-133-6502,,2024-01-10
Zamit,inactive,failure,ebuftonaa,06-661-5488,tz1hhnB5FfUSqRQVv2CUrL2bpDSsiVXaVppN,tz1WKiyUHs2jUBoBLtDTQDuGQqzazR9ZyGGt,7343408593,04-294-4923,Port Alfred,2024-09-30
Daltfresh,inactive,success,emcinteerab,24-659-2586,tz1RPw6PchWtjGLedt2ZCQbDwrqy6ZrAndYt,tz1eJFpLukRaV5r7D6qLsGoTtjtpLg2EsvAT,8108319196,12-528-4528,Istanbul,2023-12-24
Temp,active,failure,ghaskayneac,33-827-3506,tz1UuiNPdC6EzDvwEcbHNsxmXEY1oi23ExTc,tz1ZKiGnQ8sLLXZRsrdvb75G25Td1dM6Ykua,3879308314,78-663-2255,Santa Rosa,2024-08-07
Vagram,active,success,smageead,13-099-9817,tz1aXu73MXvrpQ9T1guHXgu2g8xVG5rnBepS,tz1NmBG3G3Ad1uPuxy5h61bjnmd4JTHnmRvT,6416299593,85-652-9228,King Khaled Military City,2024-05-19
Alphazap,active,failure,iiglesiaae,26-070-6105,tz1hCDV7qzKSXxT6bW6wXefFuGzD1GADDz1i,tz1bzbh3zo3LK8jRH8Z7jcnmQ5stcuSRRyZg,4076673166,89-261-9050,Anaktuvuk Pass,2023-11-19
Cardify,inactive,failure,bsemaineaf,15-506-4948,tz1aGqKf8KFMYiRFpf8io7c8JdDMNH1TVLpG,tz1MGoYTdNDghaDQ63BuaWQAmxqyHczXDLEu,8952017455,82-281-5221,St Catharines,2023-12-29
Veribet,active,success,tdupreeag,17-685-0312,tz1Tpn87RiGcfvbVaSrxk1pskHYTy3TPz5Mb,tz1PFBdtVge2G8Hp5uNury4afAheSbVa6Nkv,8934270160,85-124-1577,Ladysmith,2024-08-06
Stronghold,active,failure,bhruskaah,74-645-8638,tz1PAKAMgKkrMLdZcqgnoXq3MHZn2fDUhdfJ,tz1MERRmXvsywUA1k1sVe9NBmx4C2Yr7ZbE9,0557278260,76-302-1348,Estevan,2024-05-31
Aerified,active,success,fyeardsleyai,61-643-9236,tz1aEFHfo2aVGiWZuMWCUJsTKNrjuXw3bhBb,tz1YpReTz9g6VBndSPqPjQ6SCvu9cKcT2MEp,0031460275,18-333-3699,Granite Mountain,2023-12-16
Zontrax,active,failure,jtibbettsaj,62-252-6827,tz1dZnK5P2cEKiDTxefRcZibo9pWTxah646Z,tz1g2W84rBpJYtyMkQTby2hzHfiLH81zRhEJ,6473062475,27-894-0863,,2024-10-26
Greenlam,inactive,success,gsnazelak,68-460-5756,tz1Ss7gpkRTbYQjdVDASWkWJkshFXSHPDhQD,tz1aZCDVJqzaV9eddEiw4sUZkRXahLgRNPjN,5259800656,80-713-1797,Pama,2024-10-22
Fixflex,inactive,success,jjammetal,45-600-7664,tz1hkx5VbwtaJTkiQchHjbkvBcSdFM7u8JGv,tz1Ypxkrv3jhgNUv6i4KFt3BkBiQto4S9omz,5877644769,00-198-2173,Bullocks Harbour,2023-12-19
Veribet,inactive,failure,fmccrackenam,73-788-2417,tz1QWpT6YxfwCgv8ofnWLABHo8cemxGnG7hU,tz1ZhSKKF3STxGYMS7HAhtciey1hAihk9xtm,9226888434,53-934-9373,Silver Plains,2024-03-14
Stronghold,active,failure,msambidgean,81-929-8291,tz1MvaFPxw6bAE4f78DGAoHWaVEkpbKbXvi3,tz1VTM5a9qBMrwB5ktRkT1DZnrEV9nLwoZWt,8878417432,33-999-3111,Qiemo,2024-02-09
Tempsoft,inactive,success,abrungerao,95-822-4863,tz1cKvvvg4jJrGJKwR7Ez7yXHQRq7Mze6LSK,tz1hrk4Yoa83pDTJuNdxzuMSGbGDtZMh6uYn,8214455804,68-161-1744,Burwell,2024-10-05
Biodex,active,success,adenisckeap,35-581-8600,tz1MB9qdBWWKz2ddG7XqVw1MLUaCZLeDtNU8,tz1bYLzEvFkYKHmz9aWEA4z6W8FmhLcq172D,6534904047,08-145-9467,Itaperuna,2024-10-07
Kanlam,inactive,failure,cadcockaq,57-042-3150,tz1MHqA5TJf3Q16eZTHURXHMZ1HWaLz3YGDL,tz1foKsukQ1Jxzs9wyNwivh6EzUDNmXPtqFu,7471056177,33-730-0876,Tarapaina,2024-02-29
Cardify,inactive,failure,swoehlerar,95-310-9378,tz1WepsneGZvzhgGjxBexn95Vcs6A4vZgQLU,tz1PrNBkBksx88n7pnW7nUZjuj4zXGRC7yjf,4702083449,22-697-3288,Lae,2024-07-03
Toughjoyfax,active,success,cscudderas,03-087-7638,tz1iNa1D35MaCsp588K2G6rd81yEQhjoXGFs,tz1WsqRW8uSwvDZohDoThLnsQH5ZErtESTPw,0607104953,79-001-2883,Atka,2024-07-26
Trippledex,inactive,success,kwadeat,10-089-4982,tz1VjThQKuwPBWehzXodyGTPW9R1T7ULgoYG,tz1P4RMhx5X4rsuiJduRU9CWVzkhwuBShwpa,2448281165,22-308-6952,Montgomery,2024-08-21
Ronstring,active,failure,twillingamau,36-440-9402,tz1TPSPF9w4PSBqJgBxEBtYDb9AiqRsGYXNE,tz1SgA61C7S3rjdnSmUj73NsJepwMHHTtVrX,2311788019,23-312-4127,Nuku,2024-07-26
Mat Lam Tam,inactive,failure,bheineckeav,36-220-7242,tz1NhTG68tARHykn4TcrWstxFPhnTyaBTcco,tz1NewEGsqpP8qBGny5sThhW9f4QVKaLVHMt,8135961901,46-884-5958,Baton Rouge,2024-10-02
Tin,active,failure,kdumbeltonaw,42-572-4601,tz1h63voczRN9bcxJ6WgHzaUrziqHpitdvdZ,tz1LPmGyei7WSAxLaaLyGVKhmombJ7MgdEY8,0279630638,65-978-6254,Wichita Falls,2024-06-18
Veribet,active,failure,hjacquemetax,02-976-7265,tz1Lpfzgvi11Z9hkC3RB7rqDEakB1zy6MSpv,tz1iUDrFSc45TxUHAkoiSW7EpS3PptsHjHbG,6433742793,66-739-1322,San Salvador (San Luis Talpa),2024-03-10
Aerified,active,failure,hjancay,45-624-1914,tz1YAjQnPiM4LjufyhWoPVzW7RhsLRPj6sGM,tz1gJsLqAYKYQqaxwm1ZyVgE2vzDUsuq3uU9,6194349395,40-983-3931,Tomanggong,2024-08-23
Otcom,active,success,atantrumaz,48-506-9801,tz1aMzU79S9c7jcjr3VZDz7LA7jh9zjHFSBy,tz1NKMHHbRJfuo1t3kQvnbwmrqfwA4spXs6A,5554635687,20-266-7840,Kassel,2024-09-06
Bigtax,inactive,failure,rgrzegorzewskib0,05-544-2885,tz1My9CMBNEAvDpfHq3HwxFyxKozkYz54PKR,tz1TiY2ofwtdZJhd19mDny5KtuCZW9Nu6it5,9903932359,59-510-7082,Cherskiy,2024-01-16
Rank,inactive,success,gscoggansb1,66-034-5379,tz1T5YR1qEj6eb4xxWT7m5afRGafAZbsow4Q,tz1fgHty5rXPskTsp2qj6AwJ8p9EFsSbB5s4,8443828234,86-691-7693,Hanapepe,2024-05-13
Kanlam,inactive,failure,rfrewerb2,79-666-2979,tz1QUYMp6AgZFAuCJZMdnHaepGFwm7V8o9uL,tz1W7dCftwGqYzwJ9pVJhSTXDSmub8HBZaKn,0180233920,46-408-5601,Cleveland,2023-12-29
Tresom,active,failure,gpedwellb3,56-559-2407,tz1Uoz5VGZcMMjnrUX6TzuRcjp8TW7qLaKjE,tz1evuzdBCDkLRvqF1QecLogQf2znZo9AZTg,2478487268,64-595-0130,Igloolik,2024-03-29
Tempsoft,active,failure,abroadberrieb4,23-645-6824,tz1Tm62RZAW9Xfk7Qpg3QiRvkh3rtpVbEYZZ,tz1eUhX3UFCvhnF6NhBFJYdRNpXYb6fBdwVr,1096871181,28-717-4229,Okondja,2024-03-07
Flowdesk,active,success,plempertzb5,99-894-7780,tz1g6EnDRQSHrwC1piQ3AfxGVHnuVyZiP2ZH,tz1LHyJrLnTb2xaTAYyPMNQvbvoCFaCef9k6,7529015958,76-646-3818,Karluk,2024-01-20
Lotstring,active,failure,kteshb6,95-290-1557,tz1hVZP3GsWY179a58BvYHF8nz2RFaFbfPEt,tz1dX2NYQDUzvNFFG3JvettWN22PyJ21oM96,3781835499,14-650-0571,Shanghai,2023-12-20
Hatity,active,success,lheinb7,36-885-7663,tz1WM39V4f4NC54q2MMzXdQtc2wVnqC1s5DR,tz1ZpofMBW9JWTPBFtjZ9EANM3RoYKpGbF98,2503475736,47-077-6977,Imperial,2023-11-10
Duobam,inactive,success,ekilleleyb8,61-020-2467,tz1Xcj4Zdh9v8eH2NyPe8Xz3ZxhyNjAsG6LD,tz1VxffTnjen5D1jXMz5LExE5fmyWyEV6mfC,9060925327,61-331-0311,Ticantiqui,2023-12-27
Holdlamis,active,success,evivyanb9,47-669-4308,tz1PoEbMtiUHW7MsSof49m9mYMj8QZRe53t8,tz1LB4p8oHYt6bTBzvz8aybJuzPeaFd4tcza,3393774832,28-653-9963,Huron,2024-10-17
Voltsillam,inactive,success,ralejoba,80-551-5656,tz1Y5cnnuGQQqmFr1NDffD55dUWbBJR3Y42T,tz1ZcEqQSC9MeqGKYruDmoi9q2gptQCB8Ldz,0082254451,77-338-2282,Húsavík,2024-08-21
Tresom,inactive,success,egunbb,45-873-2866,tz1ZcTnkPVsCAvtMpPLcdMFHXrqFCYzzTMzd,tz1TEV9KCY6m9nMhtWgR1aZc5k4GjSxnmDW4,9902606482,99-854-0469,Casiguran,2024-08-10
Mat Lam Tam,inactive,failure,ccruisebc,80-242-5526,tz1b4H8tooNcVrurhFMJNRfgW1QCRH99QQiF,tz1RArATy3H3R3duC5L1eAFj9T9CrDWyh7Uq,7583092280,65-452-8754,General Santos,2024-04-24
Tempsoft,inactive,failure,pgiacopelobd,37-114-7026,tz1NwagHRftdMVj75qkuhRJtzBxgRkRmfT4z,tz1LzWjMwa13LJRfndtZw1fBajvgH7oMX7Hb,9181342977,96-224-6964,,2024-03-24
Fintone,active,failure,hmarkiebe,94-024-4234,tz1Zymoiy6YVhjqJxmYi5u313sbvNEmo2AKe,tz1VNaPUppL2ze9Z27xBZ8ULRynM817BXfpx,0092392113,12-985-3681,Rabi Island,2024-10-14
Voltsillam,inactive,failure,coutridgebf,75-658-7833,tz1SkfhZRayYMKJofzmhoMJNrU9Beqaa6zVn,tz1WSbyvVwVcLe5dVdb1ifx8hyTn8NTMmJib,9975946925,33-509-1065,Gambell,2024-01-01
Zamit,active,success,ajordanbg,00-394-5247,tz1auUtdC4HfYqJhSFtiboFb9BL9CbHjxc1T,tz1PZzpPgGQQwf6PkLCAnHLTiRk9C8Hi99BR,1747829528,23-222-6724,Tynda,2024-08-13
Otcom,inactive,success,ajoynerbh,23-278-1121,tz1ctgA75SSctoqfy6932ACbcFPKtynb6jwv,tz1SZ4kPPS6nhr4y5DZpsKNcnp2aQBQtjVs1,9871701144,29-089-4763,Iguatu,2024-02-02
Holdlamis,inactive,success,cspreullbi,10-782-6646,tz1MywDx8HGDQprBUevDGrQAf743dHggM56M,tz1dUXhjfL7LHQcAyQFv43FonfoSaWXXVh3Z,4066516912,83-477-1800,Manassas,2024-01-12
Lotstring,inactive,failure,djopkebj,03-767-8705,tz1gZpfovcmD76pwSWf5iGGpsZZ3w76iQvbz,tz1R9mxfR8m4ST9k4CCFS4kVKnbik1zfFJ33,1886163162,80-164-5777,West Memphis,2024-11-03
Toughjoyfax,inactive,failure,jbittertonbk,90-216-7759,tz1PLwEnHv1y7A6ZYm3z1m6LNV2s2UwHho5i,tz1cYrGM58cQJHJPjnXjfC6CwCLZuSZFyty9,6417251667,39-387-0060,,2024-03-16
Vagram,inactive,failure,cwhimpennybl,97-169-4508,tz1LAFrzs3oCLz2UioXQhV1HrZvq9hdTM9yu,tz1W72NUZv9Pnqxyc58aUBEzUa871VLRFX4b,4275059883,09-363-5457,Kilwa,2024-03-20
Viva,inactive,success,bsobeybm,57-062-3474,tz1SC2sR7KnzJpcyj3AyZtgUs94EZEySVtP9,tz1i3x9jTqZRUrKjA9vqZjyeiJ1nhQ5kHsUd,8672572750,51-909-7856,Bryansk,2024-10-15
Home Ing,inactive,failure,enittobn,49-194-1410,tz1aoVJDkvEGoVYWJq44zuLhqSSZoM1tLpSp,tz1W2UaaBJdLGhAeHASyXAViwUV5j62oUd2U,3494705887,80-202-7049,Valladolid,2024-07-24
Quo Lux,inactive,success,crigneybo,57-352-1303,tz1KvCBN2PGzUVrXw9mXCEtFHtrMRCxcbgAi,tz1QBAbC6rAJAG6jNxaR4tP8TC2WEaNVJAry,2811521267,26-915-6613,Inhambabe,2024-05-12
Home Ing,inactive,success,bquestedbp,53-722-5036,tz1S3YxspBgpJhfrJQJbzvKZ81tT5TpsrnmS,tz1UEhhagTanfr7STZ3TXB4b2oFc6pgc5sPv,0611863626,32-224-9758,Carúpano,2024-09-03
Andalax,inactive,failure,lhabbinbq,51-519-8501,tz1exDT1rtcCCUtGfC64aYJ5rHHZ7s9AHEtF,tz1VbNbbW7ZKU1uaRwJnmpXUU2a2VKgbd4nk,3402542617,57-711-9214,Sadah,2024-05-18
Aerified,inactive,failure,cwithropbr,19-745-0509,tz1RCfJdw1nTeBtxNSExdYpqLrrduvgmTTnX,tz1Mik1Jy8eC98ahgeFE144ACkX5qew7qXAZ,0625017145,69-393-3379,Tokyo,2024-01-01
Bitchip,active,success,vhartrightbs,25-079-5970,tz1cSJzAXZhQwKf16KHKLUiTAjxzhJyGLpJT,tz1Wm358n6TutmPvzhXKBCoGMdgPAfeMxP5X,2258791324,45-081-4218,Sandspit,2024-04-24
Bitchip,active,success,bdefranciscibt,46-879-3655,tz1fXj9ChQ4J1XvXrM3WZmEaUWTRmD8svbus,tz1UHEkYGgmg42PLFZhnNfkHehxfishTwe19,4911568607,40-004-1306,Plymouth,2024-10-03
Fixflex,active,success,wwoodheadbu,83-946-9797,tz1KmZYSFfsMXv3KMyjWH6gXaXgx99sJK4V4,tz1ZPJAXLMEbxN8e6Br5Ub1oYMrartGJgAwx,7801812891,47-165-7378,Nadi,2024-08-24
Bitchip,active,success,btempletonbv,20-384-1964,tz1Xn1E5vyKdMNo8Wti7gLNYtoN4cvU5G5B6,tz1VpGhecXtYTa5K2MJJ6zgNR67CMtmdyV76,0753335700,01-018-2418,Hamilton,2024-05-30
Fix San,inactive,success,vchurchlowbw,95-520-0315,tz1NkJeFFZjzzvTVspKEJSHdMgnnFz5BmaVj,tz1WsXqazXbfwSCJa8eRHPRVDzbM1UpXbCEk,9673854866,26-357-3341,Chengde,2024-06-03
Cardify,inactive,success,lceeleybx,05-128-1784,tz1ZHMRQRdAqpJUrQvHWPx9JSmHmdEEqtPXT,tz1ZkANAyLHq4mGaapuuJiFY7SeSE3M379gY,0034560785,99-085-6537,Corpus Christi,2024-03-27
Bytecard,inactive,failure,mmcgrillby,15-681-0835,tz1P4C6kvrgjE2SwgRHgWMbJqGbVQnVWX5q5,tz1T4TvaZvkpXUDe3EAaMoquRKdPYHkVaFxv,4536035494,14-733-9212,San Nicolás,2024-03-11
Tempsoft,active,success,hkersawbz,90-384-7517,tz1enTnu3xTtRiVmuCFkeS7JYeYEXozYfDo6,tz1gmaN3KV4iVDK27VCKBZ3spCMR7yEZasno,0147167620,11-524-9830,Baker City,2024-08-23
Lotstring,inactive,failure,eairetonc0,93-289-8562,tz1VbKW3Kg8NvPrQFpMnfPNfYzD9NG1DPgm6,tz1g5kuToJrspwdDZ53DnFyUsNHDtzQDmkpP,5209060527,71-296-4458,Palestine,2024-05-29
Andalax,active,failure,bbeanyc1,87-580-8785,tz1ZNJGv7a2LzA8WV9QKfhLbhptm6A2WDmQs,tz1QCj7RgXbMfRh4ffPNMnuxQsk226u9aSbD,5308003432,08-945-2251,Breiðdalsvík,2024-03-23
Zamit,inactive,success,jharderc2,59-547-6078,tz1S8Jj4EnKD4dnY7GBi5MYmWgvuTD3vzc6a,tz1bNYFE8K3zNp3nq3vxoebj6Ygpb8YxtxGp,1428375066,80-878-7063,Yichang,2024-04-27
Span,active,success,jgreavesc3,93-471-8528,tz1W7wVZx2taWTqfepHAhF5c8XQKoGpzKG2c,tz1Z7PNdMD3mH9XCnZDDXXue9FzA9bR4DNxU,1629200476,30-366-8506,,2024-07-24
Zamit,inactive,success,jtoppesc4,57-004-7583,tz1gB1sPWMpytqpKeM6LSPimh763BqEBRTB5,tz1XfDiMaosyoz4j7MCmLbu4pyVzpgkVdASw,2473097259,49-415-4155,Maragheh,2024-02-28
Latlux,inactive,failure,nharveyc5,38-461-6229,tz1No575fcju5GNNMfAg13czCcREyBd54utK,tz1QrFZQzGowhfsf2uASczuYwf1D5P5y422X,0815691351,22-254-5917,Xingtai,2024-10-25
Tempsoft,inactive,success,avictorc6,86-285-5657,tz1YVTT46d3QCETY5Zy7mHo67n1mbpjdWVyK,tz1YnQ8sAZibBkJ2LzwaKhyjoHrfXxS89wma,2196045446,78-194-9277,Victorville,2024-05-07
Biodex,active,failure,pdowryc7,03-784-6979,tz1UaykSoh4GFNLKMN2dA5SXEqLN9KMB8idT,tz1cUVmDtFz6bFH3rp6Wd4SKrzCto9q6fez8,9684157711,11-832-4343,Kontum,2024-01-24
Ronstring,inactive,failure,sdurmanc8,18-257-5712,tz1f6eqFrrbzA8J7yieNmEbTzUcszLrWt9mP,tz1fY1gyhYR8wJqUaz1gjadsppiTupSuQ1bf,4313548238,22-956-5677,Kannur,2024-07-02
Rank,active,failure,skempsterc9,49-406-3628,tz1W3zfFgPLDm8vtK1fX6QV7kMW3DbRb8K7W,tz1RXw4czT5SAbTdbU1hBsPWx58nSbWR3Rsh,1304015106,87-798-1367,North Ronaldsay,2024-08-08
Rank,inactive,success,ldrowsfieldca,09-610-2185,tz1Sz9tznAuvAA3byTdbv3QP2TtqzLpmaWGX,tz1hyANjD9WCkCesKN6LJrac6QR9yAhBEDJ6,5268278266,78-467-1017,Bari,2023-12-17
Tampflex,inactive,success,dboerdermancb,83-315-4287,tz1iwpMs37TT514mAg39ZmQSaHwVsD4QK45k,tz1RQZRXshbPgz3UGCDGikb4kA54LgoqHyQx,2976887543,91-952-4100,Kulgera,2024-01-28
Greenlam,active,success,acarleycc,07-468-2259,tz1h4svDgAz7YdvvxuGbAjxYG92SnbEdPsBP,tz1WwcGP68HXcCYhLaomh23SBgrCESeXT7ML,4759244840,86-332-8888,Elcho Island,2024-05-17
Sonsing,inactive,success,rchingedehalscd,02-855-6469,tz1hVJNMsrb4DsrYZuKXpz77hC6gz5ZunJNV,tz1ToMSZ4LNTVxKAvMHVN3KtKmR44eH95s8D,4977402480,24-031-6699,Rosh Pinah,2024-09-13
Flowdesk,inactive,failure,ogerokce,55-724-6831,tz1Yqzj4waUoxa5TwQxDrEporYq5wo4KRbBg,tz1TvjKaKYnvnUexdK2Hzq2FYAvuZB4dKs2u,4869390973,00-549-4910,Malabo,2024-06-15
Subin,inactive,failure,egreguolicf,25-512-6535,tz1b5BBm1AyZYpMCXX1DNJx82DMAdN21Xczq,tz1frLQEraHWrQ3QuqNDLyVj3jGBjnXZbLy5,8822066634,68-232-5405,Magdalena,2024-10-05
Zaam-Dox,active,failure,dqualtrocg,26-791-8068,tz1W5C62saWvmKQxPwqYgrPYS3Ahk6Gr69Kv,tz1MWpWK8gGH22wRhYJ1ZbzSxm1jFi5kDcGP,7988902474,76-708-9510,Santa Carolina,2024-02-15
Stim,active,failure,mkerbeych,96-853-3525,tz1VdG5UsezB2YgZDE7D7JrnNsqLxby6DaKa,tz1bo6cTaA2DRhqXwf1TTFr57K1r6M5Umrk4,2152788850,34-585-5215,Wabush,2024-02-01
Voltsillam,inactive,success,vfrancescuccioci,05-419-7274,tz1MoHCwgP3PMYkWxtZJnoSNVvgKepgjSciP,tz1MVXdPimkKM5HksqsWh4UtVU6JDKhkEzpY,9583024716,85-295-9658,Aiome,2024-08-26
Alphazap,active,success,cmacgianycj,37-700-8775,tz1QUDCARX7HJ3NPxkzrqatjBiDyiTrq6bQQ,tz1LCRMFWTCQv3oCsCKCxZqju5MHtcnTtn49,8364378244,01-982-6846,,2024-08-25
Lotstring,active,failure,kizkoveskick,69-490-1559,tz1Yf5dc4RAznQr3LFJ4Bbb8sam5b79YDB5x,tz1Wsggv8JYKWm54Qe5ArrgDGH6HYnhKYzV6,9206164988,86-722-8728,Vieux Fort,2024-02-05
Latlux,inactive,success,claterzacl,47-047-4000,tz1U1T3qyEC1gJ6sxnfnbN1ThicRMHdBVD9k,tz1RTuBHN6UYmHx5hB2xk9KNLxJLgko5pwT5,5606495813,79-303-5368,Onange Mission,2024-06-02
Redhold,active,failure,gkeningtoncm,80-201-0173,tz1MAsZH7gypFTEqNwHz4mDRJSbzE5HtXETC,tz1LMnxHLJMZEt9cPR6oqeAoF1fB7tASxBrx,6788448876,84-421-4150,Málaga,2024-02-08
